GlobalIdx,ClayIdx,OrganicIdx
0.1315517342190716,0.9471626263936285,0.38189982569688663
-0.062126799577733864,0.3258332991000635,1.3464123626534648
0.12167882789523171,0.32336720249297035,0.18554297538299905
0.12151057508049398,0.14444560877472765,-0.2898618942130154
0.21923121597157308,0.2710715299126842,0.07158076131205689
-0.11901658933116283,0.36063890220143197,0.1783245849473294
0.6032859835124271,0.15877966812105995,-1.2309575477130055
-0.2544791311825544,0.31525932119339295,0.1268452963316961
0.035173001661017556,-0.7330862874663667,-0.7066351488977274
-1.099760653260541,0.7777071488243607,1.027568328054511
-0.06767369146522695,0.3966347921596229,0.6029087533092203
0.36391050418496407,0.17684272003315873,-0.013760353155863695
0.3609606858240924,0.4396465493548373,0.10794736624159328
-0.7835101180587974,-1.8746840758944243,2.0219857197241846
-0.34537722744464017,0.613607160646926,0.5519027704699963
-0.18938676702653573,0.21939502523028442,0.12271190857793057
0.16614906315599015,0.6507191312476387,0.5521735671142366
-0.5567643096729586,0.8350502039236606,0.07476621676407887
-0.7751396890221607,0.7309445844855972,0.04001675000017705
-0.9313774699003239,0.903542885270868,-1.8480511113520874
0.43648648340965945,0.2746339521713565,0.030031835155042003
-1.3223210984081784,0.46213697015450306,1.356034440048391
-0.14826278308747715,0.23412665594320736,-0.6184370956398092
0.4290238142093821,0.24608699735368178,-0.6960184294234569
-0.1909267207602766,0.3733208442388223,0.07479250581874132
-0.7282758498178095,0.2641848583012479,-0.42839743841438166
-0.38636657531016866,0.09263966465086464,0.7219757715449907
-0.2595146639985585,1.1241667046478523,-2.0294880835628217
0.3868944049593522,0.9489721404520174,-1.504040588515365
-0.004571425545260688,0.3131411784755441,-0.4146626960777227
0.19627001968974236,-0.7632528612664061,-0.6742907993191564
0.6546661284709181,0.653941611168289,-0.6039780931765965
1.0491475237243681,0.41201132854933054,-0.707158313445812
-0.4754701334889088,0.5369144225968291,0.054131765175695255
0.4533458081273242,0.4399472286429367,-1.1773253092074576
0.22219305783785426,0.5360932769855641,0.580533723810317
-0.2538032591575571,-0.7720864111134659,0.6295796562965826
1.0203696997691443,0.13991529538218053,0.01847814137344724
-0.16699206816337694,0.28106073092993517,-0.5619594995141973
0.01092501046033903,0.6132464281063889,0.5967798542244211
-0.07776853466930037,0.6822019618152954,-0.08907945582403576
0.28027353839330216,0.6518006721304325,0.5661431113179315
0.172638543898339,0.36332092027797663,0.06134020347988045
0.18768009776639655,0.9454326412282611,-1.830588581859338
0.1785388777377796,0.356096656738165,-0.3207830000479456
0.39910661029504596,0.4669304510286579,0.6318170954154467
-0.05855076977104168,0.7565522850655602,0.5036788801268658
0.1268803779289311,0.48058868762880635,0.5092353095152072
0.43707552201045174,0.7841707775344201,-0.5068155281895893
0.23066938544018717,0.748374008911301,-0.44388444706191277
-0.12503887636107122,1.0508822460183944,0.7499257463055183
0.1319001068296394,0.5034824391305808,1.7631073266816104
0.4221679517677136,0.41873260305109467,0.3610484599771075
0.42864914623561107,0.1065555155213231,-0.08074647812534953
0.5401277970029355,0.35597724107600426,0.2681303295644868
